dialog,emotion
"['I would like to order cable', 'Sure , what package do you want', 'What kinds of packages do you offer', 'We have all kinds of movie channel packages', 'What else do you have', 'There is a package for all sports channels', 'Do you have a package that includes all the movie channels with the basic channels also', 'Yes , we do offer that package', 'I want that', 'Do you want anything else', 'No , but is it possible for me to add channels later', 'You can always get rid of channels or add some later']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['What department did you study in', 'I was in the Law School in Harvard University', 'Why do you choose the Law School', 'I want to be a lawyer in the future and the Law School was one of the best schools in Harvard']","[0, 0, 0, 0]"
"['Hi , I have a reservation for flight 007 to New York', 'May I see your ticket and photo ID', ""Yes , here's my ticket and my driver's license"", 'Are these your bags', 'Yes , they are', 'Have you been asked to carry anything for a stranger', 'No', 'Have you maintained full control of your possessions while in the airport', 'Yes , I have']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['National Trust', 'My name is Alice Lin , and I need to know if some money has been transferred to my account yet', ""Just one second , and I'll check"", 'Thank you']","[0, 0, 0, 4]"
"['Were you at the scene during the robbery', 'Yes , I was , Officer', 'Were you able to see a lot', 'I was there as it happened', 'What happened', 'The robber came in with a gun', 'Could you see his face', 'He had a mask over his face', 'Was he with someone else', 'He was alone', 'Would you be willing to come down to the station for further questioning', 'I would be happy to']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Miss , where do you want to go', 'Could you drop me off at the airport', 'No problem', 'Do I need to pay any extra change for my suitcases', 'Yes , you are changed 50 cents a piece', 'All right']","[0, 0, 0, 0, 0, 0]"
"['I ’ m moving out', 'Your lease isn ’ t up yet', 'I won ’ t be able to stay here anymore', 'That ’ s going to be a problem', 'I don ’ t know why there ’ s a problem', 'It ’ s a problem because I can ’ t give you your deposit back', 'Why can ’ t you give it back to me', 'You ’ re breaking our contract', 'I ’ m going to need my deposit back', 'That ’ s not going to happen', 'I can ’ t stay here , though', 'That ’ s really not my problem']","[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0]"
"['I ’ m having a problem', 'What ’ s the problem', 'A pipe burst in my wall', 'Is the pipe causing any water damage', 'The water is causing mildew', 'I can come fix the pipe sometime tomorrow', 'Can I just call someone myself to fix it', 'I don ’ t think that would be a good idea', 'You won ’ t do it until tomorrow', 'I guess you have a point', 'So , I can call someone to fix it', 'Go right ahead']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Do you know what you want to eat for lunch', 'What do you feel like having', 'I want to get some pizza', 'I had pizza for lunch yesterday', 'Tell me what you want to eat', 'Do you want to get a burger', 'See , I had a burger for lunch yesterday', 'Think of something', 'How about I get pizza and you get a burger', ""Let's do that then"", 'Where do they sell both at', 'They sell pizza and burgers at the cafeteria']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['May I help you', ""I bought the MP4 in your store a week before , but it doesn't work today"", 'Have you brought your receipt', 'Yes , here you are', 'I am sorry , we will change yours for a new one']","[0, 0, 0, 0, 5]"
"['Hello , this is Mary from the Taipei new station , what can i do for you', 'Hello , Marry , this is Lin Wang , calling from network', 'Hi , Mr Wang , who do you wish to speak to', 'May i speak to David please', 'Davids who , we have 5 Davids in the office', 'Oh , sorry , David Richton', 'Please hold on a minute , offer your call to Mr Richton', 'Thank you', 'You are welcome']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Could I make a reservation for Flight 10 to Tokyo', ""I'm sorry , but everything is taken"", ""How about the next flight-tomorrow at two o'clock"", 'Yes , I can give you a reservation on that']","[0, 0, 0, 0]"
"[""Hi Kara , it's Mike here"", 'Hi Mike , how are you doing', ""I'm doing well , and you"", 'Everything is going great', 'Kara , would you be interested in going to dinner again this Friday', ""Mike , I had a good time too , but I am getting ready to move back to the east coast , so I think I shouldn't get too involved right now"", 'Well , we could just go out as friends', 'Right now , I think I need to really focus on matters at home , but thanks for a nice evening']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['I love the peaceful life in Canada', 'Do you want to live here', ""I'd like to , but I'm afraid I can't afford the life here"", 'The more you work , the more you earn']","[0, 0, 0, 0]"
"['This is the rush hour', ""I notice there's a jam a few blocks away"", ""Let's drive off this road"", ""I'm afraid I'll be late""]","[0, 0, 0, 0]"
"['Hello , can I help you', 'Yes , I wanna buy a skirt', 'What color and what style do you like', 'I am not sure', 'Well , you can have a look at our skirts hanging there', 'Ok , thank you', 'You are welcome']","[0, 0, 0, 0, 0, 4, 4]"
"['You don ’ t look so good', 'I have a major stomachache  Did you eat something strange', 'I had spaghetti with clam sauce for lunch', 'Maybe you have food poisoning', 'Yes , that could have been it , but I haven ’ t been feeling that great for the past few days', 'Are you under a lot of stress', 'Not really', 'Things have been going OK', 'Maybe you have a touch of the flu', 'I think that I might be getting the flu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Can I help you', 'Yes , my brakes are not working well', ""What's wrong with them"", 'I hear a noise and feel vibrations when step on the brake', 'The front brake', 'I think so', 'What kind of car is it', 'Toyota Corolla 2002', 'Write down your name and address , give me the key , and I will check it out', 'Do you charge for checking it out', 'No', 'How long is it going to take', 'About half an hour', ""I'll wait""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[""Why aren't you going out"", ""It's raining cats and dogs""]","[0, 0]"
"[""The client you're meeting tomorrow likes to ask a lot of questions , so you have to be well prepared"", 'I see']","[0, 0]"
"['Are you leaving', 'I ’ m going to work', 'You have a job', 'I ’ m going to work at the polling place', 'You ’ re working there this year', 'I work there every year', 'How are you able to work at the polling place', 'I applied for the job online', 'Sounds like fun', 'It ’ s a fun job', 'They don ’ t pay a lot , do they', 'They pay enough']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
"['When can I see the one-bedroom apartment', ""There's an open house this weekend"", 'What time does the open house start', 'It starts at 11AM in the morning']","[0, 0, 0, 0]"
"['Can I apply for a permit today', 'I need to see your ID', 'I think I forgot it in the car', 'You need to give me your ID and $ 27', ""I'm going to go and get my ID from the car right now"", 'Go get it', 'Here you go', ""All right , I'm going to need you to fill this out"", 'May I borrow your pen', ""Here's a pen for you"", 'Thanks for your help', 'You need to turn that in at Window B']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]"
"['I need to find the cereal aisle', 'The cereal is over by the breakfast foods', 'Where is that at', ""It's by the oatmeal and breakfast bars"", 'I think I can find that', 'Did you need help finding anything else', 'Actually , I do need to find the dishwashing detergent', 'That would be over by the paper towels and toilet paper', 'I thought it was over there', ""Yeah , you'll find it there"", 'I really appreciate all your help']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
"['Did I do well on my driving test', 'You did a wonderful job', 'So , I passed', 'Yes , you passed', 'Did I mess up on anything', 'You did mess up on something', 'What was that', ""Your parallel parking isn't all that great"", ""Yeah , that's pretty hard for me"", 'You just need a little more practice', 'I know , but I still get my license , right', 'You got it']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Thanks for your help', 'No problem']","[4, 4]"
"['What do you want to know about me', 'How about your academic records at college', 'The average grade of all my courses is above 85', 'In which subject did you get the highest marks', 'In mathematics I got a 98', 'Have you received any scholarships', 'Yes , I have , and three times in total', 'Have you been a class leader', 'I have been a class commissary in charge of studies for two years', 'Did you join in any club activities', 'I was an aerobics team member in college', 'What sport are you good at', 'I am good at sprint and table tennis', 'You are excellent']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['I am so excited', 'Excited about what', 'I just voted', 'Is this the first time you ’ Ve voted', 'Yes , I just had my 18th birthday this year', 'That ’ s lucky', 'Why is that', 'You turned 18 in an election year', 'I didn ’ t think about it like that', 'Really', 'No , but that makes me even more excited', 'You ’ re a part of history']","[4, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
"['What are you doing to your house', ""We're redecorating our living room"", 'What are you going to do to it', ""First , we're going to change the curtains , then we're going to paint the walls"", 'What colour are you going to paint them', 'Pale yellow', 'What else are you going to do', ""We're going to put in some new furniture""]","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Can you give me a hand with my luggage', 'Of course']","[0, 4]"
"['Do you know a bus that goes to the Gold Line station', 'Do you live in Pasadena', 'My house is up in Altadena', 'You could always take the 264', ""It'll really take me to the station"", 'It goes all the way there', 'Do you know what street it goes on', 'Catch it on Altadena Drive', ""I would've never known"", 'Now you know', 'I appreciate you telling me', 'No problem']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4]"
"['May I use your phone', 'Go ahead']","[0, 0]"
"['May I take your order now', 'Yes , bring me a bottle of wine and filet steak', 'Do you want some salad dressing', 'Yes , what kind do you have', 'We have Italian , French , thousand island and blue cheese', 'I think French will be fine']","[0, 0, 0, 0, 0, 0]"
"['What can I do for you', 'I ’ m in need of your services', 'What do you need me for', 'I have a court date coming up', 'What are you being charged with', 'It ’ s the felony charge', 'I ’ m willing to provide my services', 'What ’ s your rate', 'I work for $ 150 an hour', 'That ’ s too high', 'That ’ s what I charge', 'I ’ ll hire you anyway']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Peter , take off your pajamas', 'What should I wear today', ""It's chilly outside , so don't forget to put on your jacket"", ""How's the shirt"", 'Son , it looks great on you']","[0, 0, 0, 0, 4]"
"['Hello , this is my passport', ""What's in your bags"", 'Those are something gifts I bought for my friends', 'Would you mind opening it', 'Of course not']","[0, 0, 0, 0, 0]"
"[""I'm going to the pub tonight"", ""Don't get drunk""]","[0, 0]"
